"title","variant","originally released","director","actors/0","actors/1","actors/2","actors/3","genre/0","genre/1","condition","poster_type","poster_size","thumbnail","hires","price","film_summary","poster_notes","tags/0","gallery/0","sort_title","on_sale","purchase_date","genre/2","genre/3","actors/4","actors/5","actors/6","tags/1","tags/2","tags/3","tags/4","tags/5","tags/6","tags/7","tags/8","tags/9","actors/7","genre/4","p","actors/8","actors/9","actors/10","actors/11","actors/12","actors/13","actors/14","actors/15","actors/16","genre/5","gallery/1","gallery/2","tags/10","tags/11","tags/12","tags/13","payment_link","product_id"
"SPIDER-MAN 3","Advance teaser, style A","2007","Sam Raimi","Tobey Maguire","Kirsten Dunst","Topher Grace","","comic-book","superhero","Near mint, rolled.","quad","30 x 40 inches","posters-thumb/spiderman-3-a-quad-poster-red.jpg","posters/spiderman-3-a-red-quad-poster.jpg","27.99","The final instalment of Sam Raimi's comic book hero trilogy Spiderman 3, starring Tobey Maguire and Kirsten Dunst.","This is the Red/Black Spiderman version with a high gloss finish on the reflection and on each individual streak of rain, making it a very sought after quad.","","posters/spiderman-3-a-red-quad-poster.jpg","SPIDER-MAN 3","true","","action","adventure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_8x23cubaoapM2Mcf2ucjT2Z","prod_TikIQNnw13Hkat"
"SPIDER-MAN 3","Advance teaser, style B","2007","Sam Raimi","Tobey Maguire","Kirsten Dunst","Topher Grace","","comic-book","superhero","Near mint, rolled.","quad","30 x 40 inches","posters-thumb/spiderman-3-a-quad-poster-black.jpg","posters/spiderman-3-a-black-quad-poster.jpg","37.99","The final instalment of Sam Raimi's comic book hero trilogy Spider-man 3, starring Tobey Maguire and Kirsten Dunst.","This is the Black/Red Spiderman version with a high gloss finish on the reflection and on each individual streak of rain, making it a very sought after quad.","","posters/spiderman-3-a-black-quad-poster.jpg","SPIDER-MAN 3","true","","action","adventure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_5kQ14mfqE1Tg5Yo5rUcjT30","prod_TikItRYviXj4am"
"SPIDER-MAN: INTO THE SPIDER-VERSE","","2018","","Shameik Moore","Jake Johnson","Hailee Steinfeld","","adventure","","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/spider-man-into-the-spider-verse-a-quad-poster.jpg","posters/spider-man-into-the-spider-verse-a-quad-poster.jpg","89.99","British 30  x 40 inch advance cinema quad poster for Bob Persichetti, Peter Ramsey and Rodney Rothman's uniquely stylised and highly imaginative 2018 animated Marvel adventure Spider-man: Into The Spider-verse - written by Phil Lord and Rodney Rothman and starring Shameik Moore, Jake Johnson and Hailee Steinfeld.This increasingly rare advance film poster, for a soon to be cult classic, is in Near mint rolled condition.","","35.19","posters/spider-man-into-the-spider-verse-a-quad-poster.jpg","SPIDER-MAN: INTO THE SPIDER-VERSE","false","2021-08-14","","","","","","rolled","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_9B6dR87YcgOa86w7A2cjT31","prod_TikIguFx186dqB"
"SPIDER-MAN: INTO THE SPIDER-VERSE","","2018","","Shameik Moore","Jake Johnson","Hailee Steinfeld","","adventure","","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/spider-man-into-the-spider-verse-quad-poster.jpg","posters/spider-man-into-the-spider-verse-quad-poster.jpg","99.99","British 30  x 40 inch cinema quad poster for Bob Persichetti, Peter Ramsey and Rodney Rothman's uniquely stylised and highly imaginative 2018 animated modern cult classic Marvel adventure Spider-man: Into The Spider-verse - written by Phil Lord and Rodney Rothman and starring Shameik Moore, Jake Johnson and Hailee Steinfeld.This increasingly hard to find and fantastically dynamic film poster is in Near mint rolled condition.","","27.49","posters/spider-man-into-the-spider-verse-quad-poster.jpg","SPIDER-MAN: INTO THE SPIDER-VERSE","false","2022-06-29","","","","","","rolled","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_fZu8wO5Q41Tg86w9IacjT32","prod_TikI3IrXF57BDA"
"SPIDER-MAN: ACROSS THE SPIDER-VERSE","","2023","","Shameik Moore","Hailee Steinfeld","Brian Tyree","","adventure","","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/spider-man-across-the-spiderverse-a-quad-poster.jpg","posters/spider-man-across-the-spiderverse-a-quad-poster.jpg","79.99","British 30  x 40 inch advance cinema quad poster for Joaquim Dos Santos, Kemp Powers and Justin K. Thompson's uniquely stylised and highly imaginative 2023 animated Marvel adventure sequel Spider-man: Across The Spider-verse - written by Phil Lord, Christopher Miller and Dave Callaham, starring Shameik Moore, Hailee Steinfeld and Brian Tyree Henry.Another fabulous advance poster for the brilliant sequel is in Near mint rolled condition.","","27.75","posters/spider-man-across-the-spiderverse-a-quad-poster.jpg","SPIDER-MAN: ACROSS THE SPIDER-VERSE","false","2023-06-12","","","","","","rolled","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_5kQcN42DS41o72s9IacjT33","prod_TikIvaI8ynEhBj"
"SPIDER-MAN: ACROSS THE SPIDER-VERSE","","2023","","Shameik Moore","Hailee Steinfeld","Brian Tyree","","adventure","","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/spider-man-across-the-spiderverse-quad-poster.jpg","posters/spider-man-across-the-spiderverse-quad-poster.jpg","79.99","British 30  x 40 inch cinema quad poster for Joaquim Dos Santos, Kemp Powers and Justin K. Thompson's uniquely stylised and highly imaginative 2023 animated Marvel adventure sequel Spider-man: Across The Spider-verse - written by Phil Lord, Christopher Miller and Dave Callaham, starring Shameik Moore, Hailee Steinfeld and Brian Tyree Henry.Another beautiful poster for this brilliant sequel. This copy is in Near mint rolled condition.","","27.75","posters/spider-man-across-the-spiderverse-quad-poster.jpg","SPIDER-MAN: ACROSS THE SPIDER-VERSE","false","2023-06-12","","","","","","rolled","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_9B628qdiw69w4Uk4nQcjT34","prod_TikIhugqt1q0FH"
"THE SPY WHO LOVED ME","","","Roger Moore","Roger Moore","Barbara Bach","Richard Kiel","","","","","quad","30 x 40 inches","posters-thumb/the-spy-who-loved-me-quad-poster.jpg","posters/the-spy-who-loved-me-quad-poster.jpg","249.99","British 30  x 40 inch original cinema quad poster for Roger Moore's finest Bond movie The Spy Who Loved Me starring Roger Moore, Barbara Bach and Richard Kiel.This film poster is near mint condition except for a small amount of paper loss to the bottom left corner.","","Barbara Bach","posters/the-spy-who-loved-me-quad-poster.jpg","SPY WHO LOVED ME","false","","","","","","","Roger Moore","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_cNi4gy3HW1Tg72s2fIcjT35","prod_TikINIkzMq1Kj8"
"STAR TREK II - THE WRATH OF KHAN","","1982","Nicholas Meyer","William Shatner","Leonard Nimoy","DeForest Kelley","James Doohan","sci-fi","adventure","near mint folded condition","quad","30 x 40 inches","posters-thumb/star-trek-2-wrath-of-khan-quad-poster.jpg","posters/star-trek-2-wrath-of-khan-quad-poster.jpg","79.99","British 30  x 40 inch film quad poster for Nicholas Meyer's fan favourite 1982 sequel Star Trek II - The Wrath Of Khan starring William Shatner and Leonard Nimoy.This film poster is in near mint, folded.","","1982","posters/star-trek-2-wrath-of-khan-quad-poster.jpg","STAR TREK II - THE WRATH OF KHAN","false","","","","Walter Koenig","Nichelle Nichols","George Takei","Leonard Nimoy","Nicholas Meyer","William Shatner","folded","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_28E3cuguIeG272s07AcjT36","prod_TikIuoywzK5wwP"
"STAR TREK III - THE SEARCH FOR SPOCK","40th anniversary re-release","1984","Leonard Nimoy","William Shatner","Leonard Nimoy","DeForest Kelley","James Doohan","sci-fi","adventure","Near mint, rolled.","quad","30 x 40 inches","posters-thumb/star-trek-iii-the-search-for-spock-40th-mf-quad-poster.jpg","posters/star-trek-iii-the-search-for-spock-40th-mf-quad-poster.jpg","209.99","Leonard Nimoy's 1984 Star Trek installment, Star Trek III - The Search For Spock, starring William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, Nichelle Nichols, George Takei.","This fantatic 2024 anniversary artwork by the one and only Matt Fergerson is stunning, and is printed on thick high-gloss paper.","high-gloss finish","posters/star-trek-iii-the-search-for-spock-40th-mf-quad-poster.jpg","STAR TREK III - THE SEARCH FOR SPOCK","false","2024-10-25","","","Walter Koenig","Nichelle Nichols","George Takei","45.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_fZu3cua6k7dA9aA8E6cjT37","prod_TikIfdRQpPrXrk"
"STAR TREK VI - THE UNDISCOVERED COUNTRY","","1991","Nicholas Meyer","William Shatner","Leonard Nimoy","DeForest Kelley","James Doohan","sci-fi","adventure","excellent rolled condition","quad","30 x 40 inches","posters-thumb/star-trek-vi-quad-poster.jpg","posters/star-trek-vi-quad-poster.jpg","99.99","British 30  x 40 inch cinema quad poster for Nicholas Meyer's 1991, Oscar noninated and highly entertaining 'who-done-it' original cast finale, Star Trek VI - The Undiscovered Country  starring William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, Nichelle Nichols, George Takei, Kim Cattrall and the brilliant Christopher Plummer.This beautiful artwork has to be my favourite of the six original Star Trek films and comes in excellent rolled condition for its age, having a few random white cracks and some edge wear. It also features a rare '2 Oscar Nominations' sticker.","","19.45","posters/star-trek-vi-quad-poster.jpg","STAR TREK VI - THE UNDISCOVERED COUNTRY","false","2023-12-20","","","Walter Koenig","Nichelle Nichols","George Takei","rolled","","","","","","","","","Kim Cattrall","","","Christopher Plummer","","","","","","","","","","","","","","","","https://buy.stripe.com/test_3cI8wOa6kgOabiIdYqcjT38","prod_TikIe0A5gzdXTc"
"STAR TREK - THE FUTURE BEGINS","","2009","J.J. Abram","Chris Pine","Zachary Quinto","Zoe Saldana","Karl Urban","sci-fi","action","Near mint, rolled.","quad","30 x 40 inches","posters-thumb/star-trek-2009-quad-poster.jpg","posters/star-trek-2009-quad-poster.jpg","27.99","J.J. Abram's emotional and incredibly well crafted 2009 revamp of Star Trek, Starring Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban, Simon Pegg, Anton Yelchin, John Cho and Eric Banner.","","","posters/star-trek-2009-quad-poster.jpg","STAR TREK - THE FUTURE BEGINS","true","","adventure","","Simon Pegg","Anton Yelchin","John Cho","","","","","","","","","","Eric Banner","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_7sY6oGdiw41o4Uk7A2cjT39","prod_TikI76y4R0Fx1D"
"STAR WARS EPISODE ONE - THE PHANTOM MENACE","Matt Fergerson 25th anniversary re-release","1999","George Lucas","Liam Neeson","Ewan Mc","Nathalie Portman","Jake Lloyd","sci-fi","fantasy","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/star-wars-the-phantom-menace-25th-r-quad-poster.jpg","posters/star-wars-the-phantom-menace-25th-r-quad-poster.jpg","249.99","British 30 x 40 inch original 25th anniversary re-release cinema quad poster for George Lucas' highly anticipated 1999 Star wars prequel, Star wars Episode One - The Phantom Menace, starring Liam Neeson, Ewan McGregor, Nathalie Portman, Jake Lloyd, Ian McDiarmid, Ahmed Best, Anthony Daniles, Kenny Baker, Frank Oz, Ray Park and Samuel L. Jackson.
            This stunning film quad poster design by the soon to be legendary Matt Fergerson, is in Near mint rolled condition.","","61.07","posters/star-wars-the-phantom-menace-25th-r-quad-poster.jpg","STAR WARS EPISODE ONE - THE PHANTOM MENACE","false","2024-06-17","family","","Ian Mc","Ahmed Best","Anthony Daniles","Matt Fergerson","","","","","","","","","Kenny Baker","","","Frank Oz","Ray Park","","","","","","","","","","","","","","","https://buy.stripe.com/test_7sY00i2DScxU2Mc3jMcjT3a","prod_TikITfVWAAxa3q"
"STAR WARS EPISODE III - REVENGE OF THE SITH","Matt Fergerson 20th anniversary re-release","2005","George Lucas","Ewan Mc","Natalie Portman","Hayden Christensen","Ian Mc","sci-fi","fantasy","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/star-wars-episode-iii-revenge-of-the-sith-20th-quad-poster.jpg","posters/star-wars-episode-iii-revenge-of-the-sith-20th-quad-poster.jpg","349.99","British 30 x 40 inch original cinema re-release quad poster for George Lucas' highly anticipated 2005 final installment of his prequel trilogy Star wars Episode III - Revenge of the Sith, starring Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Kenny Baker and Peter Mayhew. This highly sought after 20th anniversary re-release poster by Matt Fergerson is absolutely stunning, having incerdible detail. It is in Near mint rolled condition.","","Matt Fergerson","posters/star-wars-episode-iii-revenge-of-the-sith-20th-quad-poster.jpg","STAR WARS EPISODE III - REVENGE OF THE SITH","false","2025-04-16","family","","Jimmy Smits","Frank Oz","Anthony Daniels","66.50","","","","","","","","","Christopher Lee","","","Kenny Baker","Peter Mayhew","","","","","","","","","","","","","","","https://buy.stripe.com/test_aFafZgguIeG2fyYbQicjT3b","prod_TikI24Ze625fAF"
"STAR WARS TRILOGY","20th anniversary special edition re-release","1977","George Lucas","Mark Hamill","Harrison Ford","Carrie Fisher","Billy Dee","sci-fi","fantasy","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/star-wars-trilogy-special-edition-quad-poster.jpg","posters/star-wars-trilogy-special-edition-quad-poster.jpg","77.99","George Lucas' 1997 Special Edition Trilogy release, starring Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Wiliams, Dave Prowse, Anthony Daniels, Kenny Baker, Peter Mayhew and Alec Guinness.","","1997","posters/star-wars-trilogy-special-edition-quad-poster.jpg","STAR WARS TRILOGY","false","","family","","Dave Prowse","Anthony Daniels","Kenny Baker","Harrison Ford","Mark Hamill","rolled","","","","","","","Peter Mayhew","","","Alec Guinness","","","","","","","","","","","","","","","","https://buy.stripe.com/test_dRm28q4M069w3Qg5rUcjT3c","prod_TikI9uLQOdhp0E"
"STAR WARS TRILOGY","20th anniversary special edition re-release","1977","George Lucas","Mark Hamill","Harrison Ford","Carrie Fisher","Billy Dee","sci-fi","fantasy","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/star-wars-trilogy-special-edition-quad-poster.jpg","posters/star-wars-trilogy-special-edition-quad-poster-2.jpg","37.99","George Lucas' 1997 Special Edition Trilogy release, starring Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Wiliams, Dave Prowse, Anthony Daniels, Kenny Baker, Peter Mayhew and Alec Guinness.","This poster has some creasing and fold lines in the top right corner.","1997","posters/star-wars-trilogy-special-edition-quad-poster.jpg","STAR WARS TRILOGY","true","","family","","Dave Prowse","Anthony Daniels","Kenny Baker","Harrison Ford","Mark Hamill","rolled","","","","","","","Peter Mayhew","","","Alec Guinness","","","","","","","","","","","","","","","","https://buy.stripe.com/test_bJebJ0diw1Tg86w4nQcjT3d","prod_TikImT6c9jQhIL"
"STAR WARS - THE EMPIRE STRIKES BACK","20th anniversary 1997 re-release","1980","George Luca","Mark Hamill","Harrison Ford","Carrie Fisher","Billy Dee Wiliams","","","Good, rolled.","quad","30 x 40 inches","posters-thumb/star-wars-the-empire-strikes-back-se-quad-poster.jpg","posters/the-empire-strikes-back-special-edition-quad-poster.jpg","27.99","George Lucas' 20th anniversary special edition re-release of The Empire Strikes Back, starring Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Wiliams, Dave Prowse, Anthony Daniels, Kenny Baker, Peter Mayhew and Alec Guinness.","This poster has some heavy edge wear and creasing, particularly in the top right corner","","posters/the-empire-strikes-back-special-edition-quad-poster.jpg","STAR WARS - THE EMPIRE STRIKES BACK","true","","","","Dave Prowse","Anthony Daniels","Kenny Baker","","","","","","","","","","Peter Mayhew","","","Alec Guinness","","","","","","","","","","","","","","","","https://buy.stripe.com/test_5kQ00iemA41oaeE7A2cjT3e","prod_TikJLrhyv0Q3Jh"
"STAR WARS - RETURN OF THE JEDI","Advance teaser.","1983","","Mark Hamill","Harrison Ford","Carrie Fisher","Billy Dee","family","fantasy","Near mint, linen backed, rolled.","quad","30 x 40 inches","posters-thumb/return-of-the-jedi-a-quad-poster.jpg","posters/return-of-the-jedi-a-quad-poster.jpg","1499.99","George Lucas' 1983 blockbuster Return Of The Jedi -  The final installment of the Original Star wars Trilogy, starring Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Wiliams, Dave Prowse, Anthony Daniels, Kenny Baker, Peter Mayhew and Alec Guinness.","This extremely rare poster was in near mint folded condition and has since been linen backed. A superb teaser poster that is arguably better than the subsequent release posters.","linen backed","posters/return-of-the-jedi-a-quad-poster.jpg","STAR WARS - RETURN OF THE JEDI","false","","adventure","sci-fi","Dave Prowse","Anthony Daniels","Kenny Baker","","","","","","","","","","Peter Mayhew","","","Alec Guinness","","","","","","","","","","","","","","","","https://buy.stripe.com/test_3cI00ibao8hE72sbQicjT3f","prod_TikJE4XZ9muy63"
"STAR WARS - RETURN OF THE JEDI","","1997","","Mark Hamill","Harrison Ford","Carrie Fisher","Billy Dee","family","fantasy","Near mint, rolled.","quad","30 x 40 inches","posters-thumb/return-of-the-jedi-special-edition-quad-poster.jpg","posters/return-of-the-jedi-special-edition-quad-poster-2.jpg","97.99","George Lucas' 1997 20th anniversary special edition re-release of Return of the Jedi, starring Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Wiliams, Dave Prowse, Anthony Daniels, Kenny Baker, Peter Mayhew and Alec Guinness.","This film poster has some very minor edge wear.","rolled","posters/return-of-the-jedi-special-edition-quad-poster-2.jpg","STAR WARS - RETURN OF THE JEDI","false","","adventure","sci-fi","Dave Prowse","Anthony Daniels","Kenny Baker","","","","","","","","","","Peter Mayhew","","","Alec Guinness","","","","","","","","","","","","","","","","https://buy.stripe.com/test_8x2aEW0vKfK6aeE7A2cjT3g","prod_TikJPNv7RVVtqq"
"STAR WARS - RETURN OF THE JEDI","20th anniversary 1997 re-release","1983","George Luca","Mark Hamill","Harrison Ford","Carrie Fisher","Billy Dee Wiliams","","","Near mint, rolled.","quad","30 x 40 inches","posters-thumb/star-wars-return-of-the-jedi-se-quad-poster.jpg","posters/return-of-the-jedi-special-edition-quad-poster.jpg","67.99","George Lucas' 20th anniversary special edition re-release of Return of the Jedi, starring Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Wiliams, Dave Prowse, Anthony Daniels, Kenny Baker, Peter Mayhew and Alec Guinness.","This poster has some minor edge wear.","","posters/return-of-the-jedi-special-edition-quad-poster.jpg","STAR WARS - RETURN OF THE JEDI","true","","","","Dave Prowse","Anthony Daniels","Kenny Baker","","","","","","","","","","Peter Mayhew","","","Alec Guinness","","","","","","","","","","","","","","","","https://buy.stripe.com/test_dRmeVc4M0btQcmM4nQcjT3h","prod_TikJVs8a6QAcTP"
"THE STORY OF ROBIN HOOD","","1972","Ken Annakin","Richard Todd","Joan Rice","Peter Finch","Arnaldo Putzuis","adventure","","hood starring  richard todd, joan rice and peter finchthis incredible film poster artwork by arnaldo putzuis is in near mint folded condition","quad","30 x 40 inches","posters-thumb/story-of-robin-hood-1972-r-quad-poster.jpg","posters/story-of-robin-hood-1972-r-quad-poster.jpg","119.99","British 30 x 40 inch 1972 re-release cinema quad poster for Ken Annakin's 1952 Disney adventure  The Story Of Robin Hood starring  Richard Todd, Joan Rice and Peter FinchThis incredible film poster artwork by Arnaldo Putzuis is in near mint folded condition, printed by Sales & Display Services.","","1972","posters/story-of-robin-hood-1972-r-quad-poster.jpg","STORY OF ROBIN HOOD","false","","","","Display Services","","","adventure","Joan Rice","Ken Annakin","Richard Todd","folded","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_eVq14m1zO2Xk0E48E6cjT3i","prod_TikJhTWVbFaQ8o"
"STRAW DOGS","","1971","Sam Peckinpah","Dustin Hoffman","Susan George","Peter Vaughan","","crime, thriller","","fairly poor folded condition","quad","30 x 40 inches","posters-thumb/straw-dogs-quad-poster.jpg","posters/straw-dogs-quad-poster.jpg","39.99","British 30 x 40 inch original cinema quad poster for Sam Peckinpah's controversial 1971 crime thriller Straw Dogs  starring  Dustin Hoffman, Susan George and Peter Vaughan. This  rare 70's classic film poster is in fairly poor folded condition, with a two inch squared piece missing from the top right corner, a 10 inch tear from the centre of the right edge across to the right vertical fold line (taped from the back), multiple tears, nicks and creasing around the edges and three to five inch tears on many of the fold the lines (all taped from the back) and very slight browning around the edges, yet despite all this, it is a perfect poster for linen backing.","","13.50","posters/straw-dogs-quad-poster.jpg","STRAW DOGS","false","2020-11-08","","","","","","folded","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_7sYeVc92g9lI3QgbQicjT3j","prod_TikJWdG8AyQKRE"
"SUGARLAND EXPRESS","","1974","Steven Spielberg","Goldie Horn","","","","","","near mint folded condition","quad","30 x 40 inches","posters-thumb/sugarland-express-quad-poster.jpg","posters/sugarland-express-quad-poster.jpg","74.99","British 30  x 40 inch original cinema quad poster for Steven Spielberg's 1974 underrated second feature Sugarland Express starring Goldie Horn.This rare film poster is in near mint folded condition with the cinema ID stamp from the back just visible (between the two main text areas) from the front.","","1974","posters/sugarland-express-quad-poster.jpg","SUGARLAND EXPRESS","false","","","","","","","Goldie Horn","Steven Spielberg","folded","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_cNi4gy0vKdBY1I8aMecjT3k","prod_TikJ4jb7UMVXmz"
"SUNSHINE","","2007","Danny Boyle","Paloma Baeza","Rose Byrne","Chipo Chung","Cliff Curtis","adventure","","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/sunshine-quad-poster.jpg","posters/sunshine-quad-poster.jpg","39.99","British 30  x 40 inch film quad poster for Danny Boyle's 2007 soon to be cult classic futuristic adventure Sunshine    starring Paloma Baeza, Rose Byrne, Chipo Chung, Cliff Curtis, Chris Evans, Troy Garity and Cillian Murphy.This fantastic film poster is in Near mint rolled condition.","","2007","posters/sunshine-quad-poster.jpg","SUNSHINE","false","","","","Chris Evans","Troy Garity","Cillian Murphy","adventure","Danny Boyle","Paloma Baeza","Rose Byrne","rolled","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_aFa9ASemAdBY9aA5rUcjT3l","prod_TikJzCpijJN8uU"
"SUPERMAN","","1978","","Christopher Reeve","Gene Hackman","Margot Kidder","Terence Stamp","","","near mint folded condition","quad","30 x 40 inches","posters-thumb/supermanadvance.jpg","posters/supermanadvance.jpg","327.99","British 30  x 40 inch advance film quad poster  for the 1978 film Superman  starring Christopher Reeve, Gene Hackman, Margot Kidder and Terence Stamp.This film poster is in near mint, folded.","","1978","posters/supermanadvance.jpg","SUPERMAN","false","","","","","","","Christopher Reeve","Gene Hackman","folded","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_14A6oGemAdBYdqQ1bEcjT3m","prod_TikJ7vd11K4SXb"
"SUPERMAN","","1978","","Christopher Reeve","Gene Hackman","Margot Kidder","Terence Stamp","","","near mint folded condition","quad","30 x 40 inches","posters-thumb/superman-quad-poster.jpg","posters/superman-quad-poster.jpg","149.99","British 30  x 40 inch film quad poster  for the 1978 film Superman  starring Christopher Reeve, Gene Hackman, Margot Kidder and Terence Stamp.This film poster is in near mint folded condition, with a small 0.5mm tear on the right center fold.","","1978","posters/superman-quad-poster.jpg","SUPERMAN","false","","","","","","","Christopher Reeve","Gene Hackman","folded","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_dRm7sKa6k2XkfyY2fIcjT3n","prod_TikJx8sh2tmVho"
"SUPERMAN","2023 re-release for Warner Brothers 100th anniversary","2023","Richard Donner","Christopher Reeve","Gene Hackman","Margot Kidder","Terence Stamp","superhero","family","Excellent, rolled.","quad","30 x 40 inches","posters-thumb/superman-the-movie-wb100th-rr-quad-poster.jpg","posters/superman-the-movie-wb100th-rr-quad-poster.jpg","89.99","Richard Donner's 1978 classic Superman - The Movie  starring Christopher Reeve, Gene Hackman, Margot Kidder and Terence Stamp.","This modern dynamic artwork produced for the rerelease of this classic film, to celebrate warner Brother's 100th anniversary, has a row of white kink marks running across the lower half of the poster","21.68","posters/superman-the-movie-wb100th-rr-quad-poster.jpg","SUPERMAN","false","2023-06-05","fantasy","action","","","","rolled","","","","","","","","","","adventure","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_5kQ3cu5Q40PcbiI8E6cjT3o","prod_TikJrWOqvj86ZH"
"SUPERMAN II","","1980","Richard Donner","Christopher Reeve","Gene Hackman","Margot Kidder","Terence Stamp","","","excellent folded condition","quad","30 x 40 inches","posters-thumb/superman-2-quad-poster-black.jpg","posters/superman-2-quad-poster-black.jpg","99.99","British 30  x 40 inch film quad poster for Richard Donner's 1980 sequel Superman II   starring Christopher Reeve, Gene Hackman, Margot Kidder and Terence Stamp.This rarer black version film poster is in excellent folded condition.","","1980","posters/superman-2-quad-poster-black.jpg","SUPERMAN II","false","","","","","","","Christopher Reeve","Gene Hackman","Richard Donner","folded","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_eVqbJ00vKcxUcmM2fIcjT3p","prod_TikJFdeiNE4VIs"
"SWEENEY TODD: THE DEMON BARBER OF FLEET STREET","","2007","Tim Burton","Johnny Depp","Helena Bonham","Alan Rickman","Timothy Spall","horror, music, musical","","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/sweeney-todd-quad-poster.jpg","posters/sweeney-todd-quad-poster.jpg","49.99","British 30  x 40 inch original cinema quad poster for Tim Burton's brilliant 2007 gothic musical horror Sweeney Todd: The Demon Barber Of Fleet Street  starring Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall and Sacha Baron Cohen.This movie poster is in Near mint rolled condition.","","2007","posters/sweeney-todd-quad-poster.jpg","SWEENEY TODD: THE DEMON BARBER OF FLEET STREET","false","","","","Sacha Baron","","","Helena Bonham","horror","Johnny Depp","music","musical","Tim Burton","rolled","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_aFa28q7YcdBY72s7A2cjT3q","prod_TikJikgChBDGDH"
"THE TALENTED MR RIPLEY","","1999","Anthony Minghella","Matt Damon","Gwyneth Paltrow","Jude Law","Cate Blanchett","thriller","","Near mint rolled condition","quad","30 x 40 inches","posters-thumb/the-talented-mr-ripley-a-quad-poster.jpg","posters/the-talented-mr-ripley-a-quad-poster.jpg","59.99","British 30 x 40 inch advance cinema quad poster for Anthony Minghella's oscar nominated 1999 thriller The Telented Mr. Ripley  starring Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett and Philip Seymour Hoffman.This beautiful teaser poster is in Near mint rolled condition except for some minor edge wear and a few white specks.","","15.00","posters/the-talented-mr-ripley-a-quad-poster.jpg","TALENTED MR RIPLEY","false","2017-12-03","","","Philip Seymour","","","rolled","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_dRm9AS6U855s0E49IacjT3r","prod_TikJYfHTlbHTF4"
"TAXI DRIVER","","1976","Martin Scorsese","Robert De","Jodie Foster","Harvey Keitel","Cybill Shepherd","","","near mint folded condition","quad","30 x 40 inches","posters-thumb/taxi-driver-quad-poster.jpg","posters/taxi-driver-quad-poster.jpg","109.99","British 30 x 40 inch original cinema quad poster for Martin Scorsese's 1976 highly acclaimed cult classic Taxi Driver starring Robert De Niro, Jodie Foster, Harvey Keitel and Cybill Shepherd.This classic poster is in near mint folded condition, but has been trimmed to approximately 28 x 39 inches.","Trimmed","35.00","posters/taxi-driver-quad-poster.jpg","TAXI DRIVER","false","2019-06-28","","","","","","folded","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://buy.stripe.com/test_3cIbJ092g8hE72sf2ucjT3s","prod_TikJxY8IAX8HWO"
